Perror,Pfailure,SNR,iterations,n,n words,rate,time per word
0.0,0.0,4.0,1.5,2016,100,3/4A,0.09870376110076903
0.0,0.0,4.5,1.21,2016,100,3/4A,0.07740404367446901
0.0,1.0,0.5,10.0,1344,100,3/4B,0.4136494755744934
0.0,1.0,1.0,10.0,1344,100,3/4B,0.4041429376602173
0.0,0.99,1.5,9.97,1344,100,3/4B,0.3952399778366089
0.0,0.05,2.0,5.95,1344,100,3/4B,0.2390216064453125
0.0,0.0,2.5,3.25,1344,100,3/4B,0.12954705238342284
0.0,0.0,3.0,2.28,1344,100,3/4B,0.09477486848831176
0.0,0.0,3.5,1.74,1344,100,3/4B,0.07346501111984254
0.0,0.0,4.0,1.42,1344,100,3/4B,0.06093778371810912
0.0,0.0,4.5,1.19,1344,100,3/4B,0.055441436767578116
0.0,1.0,0.5,10.0,2304,100,2/3A,0.6317824053764344
0.0,1.0,1.0,10.0,2304,100,2/3A,0.6488935828208924
0.0,0.99,1.5,9.99,2304,100,2/3A,0.646485583782196
0.0,0.0,2.0,5.5,2304,100,2/3A,0.3585599184036255
0.0,0.0,2.5,3.46,2304,100,2/3A,0.2252449059486389
0.0,0.0,3.0,2.6,2304,100,2/3A,0.1787743330001831
0.0,0.0,3.5,2.04,2304,100,2/3A,0.14159908056259154
0.0,0.0,4.0,1.68,2304,100,2/3A,0.11501465082168577
0.0,0.0,4.5,1.39,2304,100,2/3A,0.09246723175048828
0.0,1.0,0.5,10.0,1824,100,3/4B,0.5522574472427368
0.0,1.0,1.0,10.0,1824,100,3/4B,0.5481947422027588
0.0,1.0,1.5,10.0,1824,100,3/4B,0.5520269060134888
0.0,0.03,2.0,6.2,1824,100,3/4B,0.35545658588409423
0.0,0.0,2.5,3.29,1824,100,3/4B,0.18717350959777831
0.0,0.0,3.0,2.37,1824,100,3/4B,0.13743657112121582
0.0,0.0,3.5,1.88,1824,100,3/4B,0.1068818950653076
0.0,0.0,4.0,1.47,1824,100,3/4B,0.09003769397735596
0.0,0.0,4.5,1.19,1824,100,3/4B,0.07268241405487061
0.0,1.0,0.5,10.0,1152,100,2/3B,0.3024534010887146
0.0,1.0,1.0,10.0,1152,100,2/3B,0.2951230812072754
0.0,0.92,1.5,9.82,1152,100,2/3B,0.2935396814346313
0.0,0.0,2.0,5.0,1152,100,2/3B,0.14985331058502194
0.0,0.0,2.5,3.1,1152,100,2/3B,0.09634928464889526
0.0,0.0,3.0,2.28,1152,100,2/3B,0.07388728141784667
0.0,0.0,3.5,1.83,1152,100,2/3B,0.05986709594726562
0.0,0.0,4.0,1.41,1152,100,2/3B,0.045686988830566405
0.0,0.0,4.5,1.18,1152,100,2/3B,0.041858346462249764
0.0,1.0,0.5,10.0,576,100,1/2,0.13607322216033935
0.0,1.0,1.0,10.0,576,100,1/2,0.1359556484222412
0.0,0.4,1.5,8.22,576,100,1/2,0.11316352605819703
0.0,0.0,2.0,4.62,576,100,1/2,0.06425089597702026
0.0,0.0,2.5,3.18,576,100,1/2,0.04457197189331055
0.0,0.0,3.0,2.45,576,100,1/2,0.03466870307922363
0.0,0.0,3.5,1.99,576,100,1/2,0.028505201339721682
